word,translate
obsolete,adj.废弃的；老式的n.废词；陈腐的人vt.淘汰；废弃
layer,n.层，层次；膜；[植]压条；放置者，计划者v.把…分层堆放；借助压条法；生根繁殖；将（头发）剪成不同层次
destiny,n.命运，定数，天命
tremendous,adj.极大的，巨大的；惊人的；极好的
freeze,v.冻结；冷冻；僵硬n.冻结；凝固
appal,v.使惊骇；惊吓
maid,n.女仆；少女vt.侍候；做新娘的女傧相vi.当女仆
dense,adj.稠密的；浓厚的；愚钝的
circus,n.马戏；马戏团
deposit,n.存款；押金；订金；保证金；沉淀物v.使沉积；存放
prescribe,v.规定；开药方
glow,v.发热；洋溢；绚丽夺目n.灼热；色彩鲜艳；兴高采烈
honey,n.蜂蜜；宝贝；甜蜜adj.甘美的；蜂蜜似的v.对…说甜言蜜语；加蜜使甜
ventilate,v.使通风；给…装通风设备；宣布
accelerate,v.使……加快；使……增速
hill,n.小山；丘陵；斜坡；山冈
forehead,n.额，前额
dairy,n.奶制品；乳牛；制酪场；乳品店；牛奶及乳品业adj.乳品的；牛奶的；牛奶制的；产乳的
mischief,n.恶作剧；伤害；顽皮；不和
vacation,n.假期；（房屋）搬出v.休假，度假
session,n.会议；（法庭的）开庭；（议会等的）开会；学期；讲习会
silence,n.沉默；寂静；缄默；不谈；无声状态v.使沉默；使安静；压制；消除噪音int.安静！；别作声！
needle,n.针；指针；刺激；针状物v.缝纫；做针线
antique,adj.古老的，年代久远的；过时的，古董的；古风的，古式的n.古董，古玩；古风，古希腊和古罗马艺术风格v.觅购古玩
reservoir,n.水库；蓄水池
benign,adj.良性的；和蔼的，亲切的；吉利的n.(Benign)人名；(俄)贝尼根
volcano,n.火山
stereotype,v.使用铅版；套用老套，使一成不变n.陈腔滥调，老套；铅版
fiction,n.小说；虚构，编造；谎言
rape,n.强奸，掠夺；[园艺]油菜；葡萄渣v.强奸；掠夺，抢夺
movie,n.电影；电影院；电影业adj.电影的
nourish,v.滋养；怀有；使健壮
pollution,n.污染
prosperity,n.繁荣，成功
diploma,n.毕业证书，学位证书；公文，文书；奖状vt.发给…毕业文凭
cigar,n.雪茄
improvement,n.改进，改善；提高
square,adj.平方的；正方形的；直角的；正直的v.使成方形；与…一致n.平方；广场；正方形adv.成直角地
hike,v.远足；徒步旅行；上升n.远足；徒步旅行；涨价
patch,n.眼罩；斑点；碎片；小块土地v.修补；解决；掩饰
midst,n.当中，中间prep.在…中间（等于amidst）
physicist,n.物理学家；唯物论者
oriental,adj.东方的；东方人的n.东方人
envy,n.嫉妒，妒忌；羡慕v.嫉妒，妒忌；羡慕
capsule,n.胶囊；[植]蒴果；太空舱；小容器adj.压缩的；概要的v.压缩；简述
synthetic,adj.综合的；合成的，人造的n.合成物
fable,n.寓言；无稽之谈vi.编寓言；虚构vt.煞有介事地讲述；虚构
correspondent,n.通讯记者；客户；通信者；代理商行
pretext,n.借口；托辞vt.以…为借口
gentle,adj.温和的；文雅的v.使温和，使驯服n.蛆，饵
postpone,v.使…延期；把…放在次要地位；把…放在后面
january,n.一月
proceed,v.开始；继续进行；发生；行进n.收入，获利
mutton,n.羊肉
occupation,n.职业；占有；消遣；占有期
momentum,n.势头；[物]动量；动力；冲力
console,n.[计]控制台；[电]操纵台v.安慰；慰藉
apple,n.苹果，苹果树，苹果似的东西；[美俚]炸弹，手榴弹，（棒球的）球；[美俚]人，家伙。
cathedral,n.大教堂
gently,adv.轻轻地；温柔地，温和地
drastic,adj.激烈的；猛烈的n.烈性泻药
rainbow,n.彩虹；五彩缤纷的排列；幻想adj.五彩缤纷的；彩虹状的vt.使呈彩虹状；如彩虹般装饰vi.呈彩虹状
noon,n.中午；正午；全盛期
circle,n.循环，周期；圆；圈子；圆形物v.盘旋，旋转；环行
northeast,adj.东北的；向东北的；来自东北的n.东北adv.向东北；来自东北
silicon,n.[化学]硅；硅元素
exceedingly,adv.非常；极其；极度地；极端
majesty,n.威严；最高权威，王权；雄伟；权威
spokesman,n.发言人；代言人
hint,n.暗示；线索v.暗示；示意
bottle,n.瓶子；一瓶的容量v.控制；把…装入瓶中
interface,n.界面；<计>接口；交界面v.（使通过界面或接口）接合，连接；[计算机]使联系
cereal,n.谷类，谷物；谷类食品；谷类植物adj.谷类的；谷类制成的
entertainment,n.娱乐；消遣；款待
schedule,v.安排，计划；编制目录；将……列入计划表n.时间表；计划表；一览表
mainland,n.大陆；本土adj.大陆的；本土的
rash,adj.轻率的；鲁莽的；不顾后果的n.[皮肤]皮疹；突然大量出现的事物
identification,n.鉴定，识别；认同；身份证明
tender,adj.温柔的；柔软的；脆弱的；幼稚的；难对付的n.偿付，清偿；看管人；小船v.提供，偿还；使…变嫩；使…变柔软
clothe,v.给…穿衣；覆盖；赋予
velvet,n.天鹅绒，丝绒；天鹅绒似的东西adj.天鹅绒的
overtime,n.[劳经]加班时间；延长时间；加时赛adj.超时的；加班的vt.使超过时间adv.加班地
scar,v.伤害；给留下伤痕n.创伤；伤痕
blunt,adj.钝的，不锋利的；生硬的；直率的v.使迟钝n.(Blunt)人名；(英)布伦特
temperature,n.温度；体温；气温；发烧
candle,n.蜡烛；烛光；烛形物v.对着光检查
bundle,n.束；捆v.捆
overtake,v.赶上；压倒；突然来袭
chaos,n.混沌，混乱
hysterical,adj.歇斯底里的；异常兴奋的
meditation,n.冥想；沉思，深思
accordance,n.一致；和谐
corridor,n.走廊
chase,v.追逐；追捕；试图赢得；雕镂n.追逐；追赶；追击
restrain,v.抑制，控制；约束；制止
substance,n.物质；实质；资产；主旨
adventure,n.冒险；冒险精神；投机活动v.冒险；大胆说出
adverb,n.副词adj.副词的
furnace,n.火炉，熔炉
dubious,adj.可疑的；暧昧的；无把握的；半信半疑的
annoy,v.骚扰；惹恼；打搅n.烦恼（等于annoyance）
liable,adj.有责任的，有义务的；应受罚的；有…倾向的；易…的
sticky,adj.粘的；粘性的
thirsty,adj.口渴的，口干的；渴望的，热望的
basket,n.篮子；（篮球比赛的）得分；一篮之量；篮筐vt.装入篮
chart,n.图表；海图；图纸；排行榜v.绘制…的图表；在海图上标出；详细计划；记录；记述；跟踪（进展或发展
nut,n.螺母，螺帽；坚果；难对付的人，难解的问题v.采坚果
upstairs,adv.在楼上，向楼上；上楼；往楼上adj.楼上的n.楼上
garden,n.花园；菜园v.栽培花木
mate,n.助手，大副；配偶；同事；配对物v.使配对；使一致；结伴
vertical,adj.垂直的，直立的；[解剖]头顶的，顶点的n.垂直线，垂直面
cemetery,n.墓地；公墓
fairy,n.仙女，小精灵；漂亮姑娘adj.虚构的；仙女的
lantern,n.灯笼；提灯；灯笼式天窗
ignorant,adj.无知的；愚昧的
glitter,v.闪光；闪烁n.闪光；灿烂
vest,n.背心；汗衫v.授予；使穿衣
orange,adj.橙色的；橘色的n.橙；橙色；桔子
persecute,v.迫害；困扰；同…捣乱
veto,n.否决权v.否决；禁止
agriculture,n.农业；农耕；农业生产；农艺，农学
housewife,n.家庭主妇
preliminary,n.准备；预赛；初步措施adj.初步的；开始的；预备的
chalk,v.用粉笔写；用白垩粉擦；记录；规划n.粉笔；白垩；用粉笔划的记号adj.用粉笔写的
ceiling,n.天花板；上限
navigation,n.航行；航海
communism,n.共产主义
scarf,n.围巾；嵌接，嵌接处；头巾领巾v.披嵌接；用围巾围
scare,v.惊吓；把…吓跑n.恐慌；惊吓；惊恐adj.（美）骇人的
engagement,n.婚约；约会；交战；诺言
uproar,n.骚动；喧嚣
mouse,n.鼠标；老鼠；胆小羞怯的人v.探出
romance,n.传奇；浪漫史；风流韵事；冒险故事v.虚构；渲染；写传奇
verb,n.动词；动词词性；动词性短语或从句adj.动词的；有动词性质的；起动词作用的
tutor,v.辅导；约束n.导师；家庭教师；助教
sociable,adj.社交的；好交际的；友善的n.联谊会
dirty,adj.下流的，卑鄙的；肮脏的；恶劣的；暗淡的v.弄脏
transparent,adj.透明的；显然的；坦率的；易懂的
forecast,v.预报，预测；预示n.预测，预报；预想
infrared,n.红外线adj.红外线的
mourn,v.哀悼；忧伤；服丧
chill,n.寒冷；寒意；寒心adj.寒冷的；冷漠的；扫兴的v.冷冻，冷藏；使寒心；使感到冷
myth,n.神话；虚构的人，虚构的事
designate,v.指定；指派；标出；把…定名为adj.指定的；选定的
clarity,n.清楚，明晰；透明
whisky,n.威士忌酒adj.威士忌酒的
pretend,v.假装，伪装，佯装adj.假装的
scan,v.扫描；浏览；细看；详细调查；标出格律n.扫描；浏览；审视；细看
strife,n.冲突；争吵；不和
magnet,n.磁铁；[电磁]磁体；磁石
graceful,adj.优雅的；优美的
cashier,n.出纳员；司库；收银员v.解雇；抛弃
daylight,n.白天；日光；黎明；公开
litre,n.[计量]公升（米制容量单位）
mortal,adj.凡人的；致死的；终有一死的；不共戴天的n.人类，凡人
articulate,v.清晰地发（音）；明确有力地表达；用关节连接；使相互连贯adj.发音清晰的；口才好的；有关节的n.【动物学】有节体的动物
stare,v.凝视，盯着看；显眼n.凝视；注视
vigorous,adj.有力的；精力充沛的
sacrifice,n.牺牲；祭品；供奉v.牺牲；献祭；亏本出售
milk,n.牛奶；乳状物v.榨取；挤…的奶
mild,adj.温和的；轻微的；淡味的；文雅的；不含有害物质的的n.（英国的一种）淡味麦芽啤酒
continuous,adj.连续的，持续的；继续的；连绵不断的
overseas,adv.在海外，海外adj.海外的，国外的
stride,n.大步；步幅；进展v.跨过；大踏步走过；跨坐在…
probable,adj.很可能的；可信的n.很可能的事；大有希望的候选者
jungle,n.丛林，密林；危险地带adj.丛林的；蛮荒的
conclusion,n.结论；结局；推论
propaganda,n.宣传；传道总会
valley,n.山谷；流域；溪谷
foolish,adj.愚蠢的；傻的
delegate,v.委派…为代表n.代表
irrigate,v.灌溉；冲洗；使清新
blanket,n.毛毯，毯子；毯状物，覆盖层adj.总括的，全体的；没有限制的v.覆盖，掩盖；用毯覆盖
genuine,adj.真实的，真正的；诚恳的
district,n.区域；地方；行政区
assassinate,v.暗杀；行刺
mutter,v.咕哝；喃喃自语n.咕哝；喃喃低语
fortnight,n.两星期
tackle,n.滑车；装备；用具；扭倒v.处理；抓住；固定；与…交涉
blush,v.脸红；感到惭愧n.脸红；红色；羞愧
missionary,adj.传教的；传教士的n.传教士
bloody,adj.血腥的；非常的；嗜杀的，残忍的；血色的v.使流血adv.很
ego,n.自我；自负；自我意识
indicative,adj.象征的；指示的；表示…的n.陈述语气；陈述语气的动词形式
courage,n.勇气；胆量
beach,n.海滩；湖滨v.将…拖上岸
egg,n.蛋；卵子；家伙；鸡蛋v.煽动；怂恿
skin,n.皮肤；外皮v.剥皮
skim,v.略读；撇去…的浮物；从…表面飞掠而过；去除；（为逃税而）隐瞒（部分收入）n.撇；撇去的东西；表层物；瞒报所得的收入adj.脱脂的；撇去浮沫的；表层的
semiconductor,n.[电子][物]半导体
commute,v.（搭乘车、船等）通勤；代偿n.通勤（口语）
splendid,adj.辉煌的；灿烂的；极好的；杰出的
contradiction,n.矛盾；否认；反驳
temptation,n.引诱；诱惑物
coward,n.懦夫，懦弱的人adj.胆小的，懦怯的
yell,v.大叫，叫喊n.喊声，叫声
fountain,n.喷泉，泉水；源泉
obstruction,n.障碍；阻碍；妨碍
redundant,adj.多余的，过剩的；被解雇的，失业的；冗长的，累赘的
veil,n.面纱；面罩；遮蔽物；托词v.遮蔽；掩饰；以面纱遮掩；用帷幕分隔
skeleton,n.骨架，骨骼；纲要；骨瘦如柴的人adj.骨骼的；骨瘦如柴的；概略的
quench,v.熄灭，[机]淬火；解渴；结束；冷浸
vein,n.血管；叶脉；[地质]岩脉；纹理；翅脉；性情v.使成脉络；象脉络般分布于
quota,n.配额；定额；限额
intelligible,adj.可理解的；明了的；仅能用智力了解的
blow,n.吹；打击；殴打v.风吹；喘气
flatter,v.奉承；谄媚；使高兴
decimal,adj.小数的；十进位的n.小数
diagnose,v.诊断；断定
vinegar,n.醋
infect,v.感染，传染
costume,n.服装，装束；戏装，剧装v.给…穿上服装
thief,n.小偷，贼
turkey,n.火鸡；笨蛋；失败之作
maneuver,n.[军]机动；演习；策略；调遣v.[军]机动；演习；调遣；用计谋
mist,n.薄雾；视线模糊不清；模糊不清之物v.下雾；变模糊
arch,n.弓形，拱形；拱门adj.主要的v.使…弯成弓形；用拱连接
shipment,n.装货；装载的货物
bleak,adj.阴冷的；荒凉的，无遮蔽的；黯淡的，无希望的；冷酷的；单调的
oven,n.炉，灶；烤炉，烤箱
hypocrisy,n.虚伪；伪善
discharge,v.解雇；卸下；放出；免除n.排放；卸货；解雇
trifle,n.琐事；蛋糕；少量v.开玩笑；闲混；嘲弄
circumference,n.圆周；周长；胸围
clone,n.克隆；无性系；无性繁殖；靠营养生殖而由母体分离繁殖的植物v.无性繁殖，复制
graze,v.放牧；擦伤n.放牧；轻擦
basement,n.地下室；地窖
comparable,adj.可比较的；比得上的
february,n.二月
voltage,n.[电]电压
instrumental,adj.乐器的；有帮助的；仪器的，器械的n.器乐曲；工具字，工具格
fist,n.拳，拳头；〈口〉笔迹；掌握；[印]指标参见号vt.紧握；握成拳；用拳打
carrot,n.胡萝卜
screw,v.旋，拧；压榨；强迫n.螺旋；螺丝钉；吝啬鬼
thigh,n.大腿，股
horrible,adj.可怕的；极讨厌的
oil,n.油；石油；油画颜料v.加油；涂油；使融化
missile,n.导弹；投射物adj.导弹的；可投掷的；用以发射导弹的
refund,v.退还；偿还，归还n.退款；偿还，偿还额
wet,adj.[气象][物]潮湿的；有雨的n.雨天；湿气v.弄湿
sane,adj.健全的；理智的；[临床]神志正常的n.(Sane)人名；(日)实(姓)；(日)实(名)；(芬、塞、冈、几比、塞内)萨内
sand,n.沙；沙地；沙洲；沙滩；沙子v.撒沙于；以沙掩盖；用砂纸等擦平或磨光某物；使撒沙似地布满；给…掺沙子
stair,n.楼梯，阶梯；梯级
vapour,n.蒸气（等于vapor）；水蒸气
unify,v.统一；使相同，使一致
inland,n.内地；内陆adj.内陆的；内地的；国内的adv.在内地；向内地；向内陆；在内陆
hydrogen,n.[化学]氢
clever,adj.聪明的；机灵的；熟练的
breed,v.繁殖；饲养；产生n.[生物]品种；种类，类型
invariably,adv.总是；不变地；一定地
lecture,n.演讲；讲稿；教训v.演讲；训诫
stall,n.货摊；畜栏；托辞v.停止，停转；拖延
snowstorm,n.暴风雪；雪暴
boundary,n.边界；范围；分界线
negro,n.黑人adj.黑人的
pause,n.暂停；间歇v.暂停，停顿，中止；踌躇
poll,n.投票；民意测验；投票数；投票所v.投票；剪短；对…进行民意测验；获得选票adj.无角的；剪过毛的；修过枝的
pole,n.杆；极点；电极v.用竿支撑
troublesome,adj.麻烦的；讨厌的；使人苦恼的
oval,adj.椭圆的；卵形的n.椭圆形；卵形
sting,n.刺痛；讽刺，刺激；刺毛v.刺；驱使；使…苦恼；使…疼痛
handicap,n.障碍；不利条件，不利的因素v.妨碍，阻碍；使不利
apology,n.道歉；谢罪；辩护；勉强的替代物
portrait,n.肖像；描写；半身雕塑像
compress,v.受压缩小
cough,n.咳嗽，咳嗽声；咳嗽病v.咳出
recede,v.后退；减弱
neat,adj.灵巧的；整洁的；优雅的；齐整的；未搀水的；平滑的
stalk,n.（植物的）茎，秆；（支持叶子、果实和花的）梗，柄；追踪；高视阔步v.追踪，潜近；高视阔步
stale,adj.陈腐的；不新鲜的v.变陈旧；撒尿；变得不新鲜n.尿
salt,n.盐；风趣，刺激性adj.咸水的；含盐的，咸味的；盐腌的；猥亵的v.用盐腌；给…加盐；将盐撒在道路上使冰或雪融化
pound,n.英镑；重击，重击声；兽栏；拘留所v.捣烂；敲打；监禁，拘留
neck,n.脖子；衣领；海峡v.搂著脖子亲吻；变狭窄
throw,v.投；抛；掷n.投掷；冒险
pond,vt.筑成池塘vi.筑成池塘n.池塘
stamp,n.邮票；印记；标志；跺脚v.铭记；标出；盖章于…；贴邮票于…；用脚踩踏
fraction,n.分数；部分；小部分；稍微
objection,n.异议，反对；缺陷，缺点；妨碍；拒绝的理由
desolate,adj.荒凉的；无人烟的v.使荒凉；使孤寂
roast,v.烤，焙；烘，烘烤；暴露于某种热力下以得温暖adj.烘烤的；烤过的n.烤肉；烘烤
headquarters,n.总部；指挥部；司令部
arrival,n.到来；到达；到达者
handkerchief,n.手帕；头巾，围巾
stomach,n.胃；腹部；胃口v.忍受；吃下
radioactive,adj.[核]放射性的；有辐射的
sorrow,n.悲伤；懊悔；伤心事v.懊悔；遗憾；感到悲伤
tanker,n.油轮；运油飞机；油槽车；坦克手
rotate,v.旋转；循环adj.[植]辐状的
curl,v.使…卷曲；使卷起来n.卷曲；卷发；螺旋状物
receipt,n.收到；收据；收入v.收到
integral,adj.积分的；完整的，整体的；构成整体所必须的n.积分；部分；完整
bread,n.面包；生计v.在…上洒面包屑
import,n.进口，进口货；输入；意思，含义；重要性v.输入，进口；含…的意思
synthesis,n.综合，[化学]合成；综合体
cassette,n.盒式磁带；暗盒；珠宝箱；片匣
knife,n.刀；匕首v.用刀切；（口）伤害
butterfly,n.蝴蝶；蝶泳；举止轻浮的人；追求享乐的人
ring,v.按铃；敲钟；回响；成环形n.戒指；铃声，钟声；拳击场；环形物
welfare,n.福利；幸福；福利事业；安宁adj.福利的；接受社会救济的
destination,n.目的地，终点
discount,n.折扣；贴现率v.贴现；打折扣出售商品
gas,n.气体；[矿业]瓦斯；汽油；毒气v.加油；毒（死）
gay,adj.快乐的；放荡的；艳丽的n.同性恋者
poster,n.海报，广告；招贴
abundance,n.充裕，丰富
mosquito,n.蚊子
riot,n.暴乱；放纵；蔓延v.骚乱；放荡
closet,n.壁橱；议事室，密室；小房间adj.秘密的，私下的；空谈的v.把…关在私室中
recover,v.恢复；弥补；重新获得n.还原至预备姿势
dizzy,adj.晕眩的；使人头晕的；昏乱的；心不在焉的；愚蠢的v.使头晕眼花；使混乱；使茫然n.(Dizzy)人名；(英)迪齐
oak,n.橡树；橡木色；橡木家具adj.栎树的；栎木制的
consecutive,adj.连贯的；连续不断的
rotary,adj.旋转的，转动的；轮流的n.旋转式机器；[动力]转缸式发动机
oar,n.桨；橹；桨手vt.划（船）vi.划行
flight,n.飞行；班机；逃走v.射击；使惊飞
kettle,n.壶；[化工]釜；罐；鼓
proposal,n.提议，建议；求婚
ripe,adj.熟的，成熟的；时机成熟的vt.搜查；调查vi.进行搜查n.(Ripe)人名；(意、瑞典)里佩
resemblance,n.相似；相似之处；相似物；肖像
uncover,v.发现；揭开；揭露
illustration,n.说明；插图；例证；图解
nursery,n.苗圃；托儿所；温床
niece,n.外甥女，侄女
refuge,n.避难；避难所；庇护vt.给予…庇护；接纳…避难vi.避难；逃避
buffet,n.自助餐；小卖部；打击；猛烈冲击v.与…搏斗；连续猛击adj.自助的；自助餐的
squeeze,v.挤；紧握；勒索n.压榨；紧握；拥挤；佣金
envisage,v.正视，面对；想像
torture,v.折磨；拷问；歪曲n.折磨；拷问；歪曲
champion,n.冠军；拥护者；战士v.支持；拥护adj.优胜的；第一流的
republic,n.共和国；共和政体
fling,v.掷，抛；嘲笑；使陷入；轻蔑地投射；猛动n.掷，抛；嘲弄；急冲
musical,adj.音乐的；悦耳的n.音乐片
dusk,n.黄昏，薄暮；幽暗，昏暗adj.微暗的v.使变微暗
bulletin,n.公告，公报v.公布，公告
stiff,adj.呆板的；坚硬的；严厉的；拘谨的adv.僵硬地；彻底地n.死尸；令人讨厌者；流通票据；劳动者v.诈骗；失信
stack,n.堆；堆叠v.使堆叠；把…堆积起来
cotton,n.棉花；棉布；棉线v.一致；理解；和谐；亲近adj.棉的；棉制的
fixture,n.设备；固定装置；固定于某处不大可能移动之物
frog,n.青蛙；[铁路]辙叉；饰扣v.捕蛙
earnest,adj.认真的，热心的；重要的n.认真；定金；诚挚
wax,n.蜡；蜡状物v.给…上蜡adj.蜡制的；似蜡的
symphony,n.交响乐；谐声，和声
loudspeaker,n.喇叭，扬声器；扩音器
naval,adj.海军的；军舰的n.(Naval)人名；(西、德、印)纳瓦尔
spacious,adj.宽敞的，广阔的；无边无际的
mould,v.发霉n.模具；霉
linger,v.徘徊；苟延残喘；磨蹭n.(Linger)人名；(德、捷、瑞典)林格；(法)兰热
retention,n.保留；扣留，滞留；记忆力；闭尿
heave,v.举起；使起伏；投掷；恶心；发出（叹息等）n.举起；起伏；投掷；一阵呕吐
sophomore,n.大学二年级生；（美）有二年经验的人adj.二年级的；二年级学生的
driver,n.驾驶员；驱动程序；起子；传动器
swarm,v.挤满；成群浮游；云集n.蜂群；一大群
poem,n.诗
playground,n.运动场，操场；游乐场
avert,v.避免，防止；转移
hover,v.盘旋，翱翔；徘徊n.徘徊；盘旋；犹豫
oath,n.誓言，誓约；诅咒，咒骂
marxist,n.马克思主义者adj.马克思主义的
evacuate,v.疏散，撤退；排泄
bleed,v.使出血；榨取
wood,n.木材；木制品；树林vi.收集木材vt.植林于；给…添加木柴
arrow,n.箭，箭头；箭状物；箭头记号vt.以箭头指示；箭一般地飞向
installation,n.安装，装置；就职
classify,v.分类；分等
slipper,n.拖鞋vt.用拖鞋打
intercourse,n.性交；交往；交流
anticipate,v.预期，期望；占先，抢先；提前使用
juice,n.（水果）汁，液；果汁
wool,n.羊毛；毛线；绒线；毛织品；毛料衣物
undermine,v.破坏，渐渐破坏；挖掘地基
kitchen,n.厨房；炊具；炊事人员
astronomy,n.天文学
declare,v.宣布，声明；断言，宣称
proceeding,n.进行；程序；诉讼；事项v.开始；继续做；行进（proceed的ing形式）
prick,v.刺，戳；刺伤，刺痛；竖起n.刺，扎；刺痛，刺伤；阴茎；锥adj.竖起的
supper,n.晚餐，晚饭；夜宵
owl,n.猫头鹰；枭；惯于晚上活动的人
warmth,n.温暖；热情；激动
latitude,n.纬度；界限；活动范围
multitude,n.群众；多数
wheel,n.车轮；方向盘；转动v.转动；使变换方向；给…装轮子
breakfast,n.早餐；早饭v.吃早餐
bucket,n.桶，水桶；铲斗；一桶的量v.倾盆而下；颠簸着行进
explosive,adj.爆炸的；爆炸性的；爆发性的n.炸药；爆炸物
digital,adj.数字的；手指的n.数字；键
belly,n.腹部；胃；食欲v.涨满；鼓起
prohibit,v.阻止，禁止
lapse,n.(一时的)走神，判断错误
festival,n.节日；庆祝，纪念活动；欢乐adj.节日的，喜庆的；快乐的
appliance,n.器具；器械；装置
hail,n.冰雹；致敬；招呼；一阵v.致敬；招呼；向欢呼；猛发；使像下雹样落下（过去式hailed，过去分词hailed，现在分词hailing，第三人称单数hails）int.万岁；欢迎
angle,v.钓鱼；谋取n.角度，角，方面
vulgar,adj.粗俗的；通俗的；本土的n.平民，百姓
passenger,n.旅客；乘客；过路人；碍手碍脚的人
intervene,v.干涉；调停；插入
locomotive,adj.火车头的；运动的；移动的n.机车；火车头
reclaim,v.开拓；回收再利用；改造某人，使某人悔改n.改造，感化；再生胶
irony,n.讽刺；反语；具有讽刺意味的事adj.铁的；似铁的
prompt,adj.敏捷的，迅速的；立刻的v.提示；促进；激起；（给演员）提白n.提示；付款期限；DOS命令：改变DOS系统提示符的风格adv.准时地
queue,n.队列；长队；辫子v.排队；排队等候
breadth,n.宽度，幅度；宽宏
surrender,v.使投降；放弃；交出；听任n.投降；放弃；交出；屈服
earthquake,n.地震；大动荡
telegraph,n.[通信]电报机，电报v.电汇；流露出；打电报给…
transistor,n.晶体管（收音机）
hemisphere,n.半球
electricity,n.电力；电流；强烈的紧张情绪
pamphlet,n.小册子
excursion,n.偏移；远足；短程旅行；离题；游览，游览团
overnight,adv.通宵；突然；昨晚adj.晚上的；通宵的；前夜的n.头天晚上；一夜的逗留vt.连夜快递vi.过一夜
rotten,adj.腐烂的；堕落的；恶臭的；虚弱的；极坏的adv.非常n.(Rotten)人名；(法、德)罗滕
certainty,n.必然；确实；确实的事情
transient,adj.短暂的；路过的n.瞬变现象；过往旅客；候鸟
coffee,n.咖啡；咖啡豆；咖啡色
wreath,n.花冠；圈状物v.环绕（等于wreathe）
poison,v.污染；使中毒，放毒于；败坏；阻碍n.毒药，毒物；酒；有毒害的事物；[助剂]抑制剂adj.有毒的
shiver,n.颤抖，战栗；碎片v.颤抖；哆嗦；打碎
salesman,n.推销员；售货员
angel,n.天使；守护神；善人vt.出钱支持
christ,n.基督；救世主int.天啊！
shutter,n.快门；百叶窗；关闭物；遮板v.为…装百叶窗；以百叶窗遮闭
raid,n.袭击；突袭；搜捕；抢劫v.对…进行突然袭击
weld,v.焊接；使结合；使成整体n.焊接；焊接点
dump,v.倾倒；倾卸；丢下，卸下；摆脱，扔弃；倾销n.垃圾场；仓库；无秩序地累积
tube,n.管；电子管；隧道；电视机v.使成管状；把…装管；用管输送
compass,n.指南针，罗盘；圆规v.包围
shopkeeper,n.店主，老板
facility,n.设施；设备；容易；灵巧
definite,adj.一定的；确切的
dull,adj.钝的；迟钝的；无趣的；呆滞的；阴暗的v.使迟钝；使阴暗；缓和n.(Dull)人名；(罗、匈)杜尔；(柬)杜；(英)达尔
tuck,v.卷起；挤进；用某物舒适地裹住；使有褶裥；收拢；大口吃；使隐藏n.食物；船尾突出部；缝摺；抱膝式跳水；活力；鼓声
whistle,n.口哨；汽笛；呼啸声v.吹口哨；鸣汽笛
notebook,n.笔记本，笔记簿；手册
wolf,n.狼；色狼；残忍贪婪之人v.大吃；狼吞虎咽地吃
timely,adj.及时的；适时的adv.及时地；早
harvest,n.收获；产量；结果v.收割；得到
fry,n.鱼苗；油炸食物v.油炸；油煎
tension,n.张力，拉力；紧张，不安；电压vt.使紧张；使拉紧
quarterly,adj.季度的，按季度的；一年四次的adv.按季度，[农]一季一次地；纵横四分地n.季刊
flash,v.使闪光；反射n.闪光，闪现；一瞬间adj.闪光的，火速的
marble,n.大理石；大理石制品；弹珠adj.大理石的；冷酷无情的
angry,adj.生气的；愤怒的；狂暴的；（伤口等）发炎的
distinct,adj.明显的；独特的；清楚的；有区别的
uneasy,adj.不舒服的；心神不安的；不稳定的
opt,v.选择
satire,n.讽刺；讽刺文学，讽刺作品
glad,adj.高兴的；乐意的；令人高兴的；灿烂美丽的vt.使高兴n.(Glad)人名；(塞、瑞典)格拉德；(英)格莱德；(法、挪)格拉
grass,n.草；草地，草坪v.放牧；使……长满草；使……吃草
locker,n.柜，箱；上锁的人；有锁的橱柜；锁扣装置；有锁的存物柜
occasional,adj.偶然的；临时的；特殊场合的
wholesome,adj.健全的；有益健康的；合乎卫生的；审慎的
hunger,n.饿，饥饿；渴望v.渴望；挨饿
violate,v.违反；侵犯，妨碍；亵渎
recycle,v.使再循环；使…重新利用n.再生；再循环；重复利用
container,n.集装箱；容器
cube,n.立方；立方体；骰子v.使成立方形；使自乘二次；量…的体积
flare,v.使闪耀；使张开；用发光信号发出；使外倾n.加剧，恶化；底部展开；（鼻孔）张开的意思；闪光，闪耀；耀斑；爆发；照明弹
ore,n.矿；矿石
cargo,n.货物，船货
particle,n.颗粒；[物]质点；极小量；小品词
cloth,n.布；织物；桌布adj.布制的
feudal,adj.封建制度的；领地的；世仇的
velocity,n.【物】速度
simplify,v.简化；使单纯；使简易
gigantic,adj.巨大的，庞大的
desert,v.遗弃；放弃；逃跑n.沙漠；荒原；应得的赏罚adj.沙漠的；荒凉的；不毛的
miracle,n.奇迹，奇迹般的人或物；惊人的事例
progressive,adj.进步的；先进的n.改革论者；进步分子
crystal,n.结晶，晶体；水晶；水晶饰品adj.水晶的；透明的，清澈的
saint,n.圣人；圣徒；道德崇高的人adj.神圣的v.成为圣徒
secretary,n.秘书；书记；部长；大臣
snake,n.蛇；阴险的人v.迂回前进
distract,v.转移；分心
layman,n.外行；门外汉；俗人；一般信徒
preclude,v.排除；妨碍；阻止
rack,n.[机]齿条；架子；拷问台v.变形；随风飘；小步跑
twinkle,v.闪烁；发亮n.闪烁
silly,adj.愚蠢的；不明事理的；没头脑的n.傻瓜
misfortune,n.不幸；灾祸，灾难
